prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
implement merge sort in python only code no comments ,spec_eval,14,1,1,2,1,8,8,strong_ctx8,strong_ctx8,1.000,1,198 73594 12669 198 750 10880 18435 10939 982 262 421 2422,\n```python\ndef merge_sort(arr):\n    if len,10939,(arr,10939,(arr,),,draft_accepted,0,0,1,5.439999949885532e-05,0.02514000000519445,0.00014290000399341807
implement merge sort in python only code no comments ,spec_eval,16,1,1,2,1,220,220,strong_ctx8,strong_ctx8,1.000,1,12669 198 750 10880 18435 10939 982 262 421 2422 10939 8,python\ndef merge_sort(arr):\n    if len(arr),861, >,861, >, ,,draft_accepted,0,0,1,4.470000567380339e-05,0.025465600003371947,0.0001188000023830682
implement merge sort in python only code no comments ,spec_eval,18,1,1,2,1,510,510,strong_ctx8,strong_ctx8,1.000,1,750 10880 18435 10939 982 262 421 2422 10939 8 861 220,def merge_sort(arr):\n    if len(arr) > ,16,1,16,1,:\n,,draft_accepted,0,0,1,5.529999907594174e-05,0.025509099999908358,0.0001629999969736673
implement merge sort in python only code no comments ,spec_eval,20,1,1,2,1,5099,5099,syntax_indent,syntax_indent,0.980,999,18435 10939 982 262 421 2422 10939 8 861 220 16 510,_sort(arr):\n    if len(arr) > 1:\n,286,       ,286,       , mid,,draft_accepted,0,0,1,2.8800001018680632e-05,0.025479199997789692,0.00014730000111740083
implement merge sort in python only code no comments ,spec_eval,22,1,1,2,1,2422,2422,strong_ctx8,strong_ctx8,1.000,1,982 262 421 2422 10939 8 861 220 16 510 286 5099,):\n    if len(arr) > 1:\n        mid,284, =,284, =, len,,draft_accepted,0,0,1,5.609999789157882e-05,0.025484999998298008,0.0001514999967184849
implement merge sort in python only code no comments ,spec_eval,24,1,1,2,1,8,8,strong_ctx8,strong_ctx8,1.000,1,421 2422 10939 8 861 220 16 510 286 5099 284 2422, if len(arr) > 1:\n        mid = len,10939,(arr,10939,(arr,),,draft_accepted,0,0,1,5.190000229049474e-05,0.025345000001834705,0.00015430000348715112
implement merge sort in python only code no comments ,spec_eval,26,1,1,2,1,220,220,strong_ctx8,strong_ctx8,1.000,1,10939 8 861 220 16 510 286 5099 284 2422 10939 8,(arr) > 1:\n        mid = len(arr),442, //,442, //, ,,draft_accepted,0,0,1,5.0499998906161636e-05,0.025555699998221826,0.00014200000441633165
implement merge sort in python only code no comments ,spec_eval,28,1,1,1,0,17,17,syntax_floor_div_space,syntax_floor_div_space,1.000,999,861 220 16 510 286 5099 284 2422 10939 8 442 220, > 1:\n        mid = len(arr) // ,220, ,17,2,2,0,draft_token_mismatch,1,0,0,4.839999746764079e-05,0.02549160000489792,0.00015580000035697594
implement merge sort in python only code no comments ,spec_eval,29,1,1,2,1,286,286,strong_ctx8,strong_ctx8,1.000,1,220 16 510 286 5099 284 2422 10939 8 442 220 17, 1:\n        mid = len(arr) // 2,198,\n,198,\n,       ,,draft_accepted,1,0,1,5.5500000598840415e-05,0.025226500001735985,0.00011690000246744603
implement merge sort in python only code no comments ,spec_eval,31,1,1,2,1,284,284,strong_ctx8,strong_ctx8,1.000,1,510 286 5099 284 2422 10939 8 442 220 17 198 286,:\n        mid = len(arr) // 2\n       ,2115, left,2115, left, =,,draft_accepted,1,0,1,4.53000029665418e-05,0.0251743000044371,0.0001373999984934926
implement merge sort in python only code no comments ,spec_eval,33,1,0,1,0,2890,2890,none,,,,5099 284 2422 10939 8 442 220 17 198 286 2115 284, mid = len(arr) // 2\n        left =,,,,, arr,,no_pattern_fired,1,0,0,6.710000161547214e-05,0.026862699996854644,9.700000373413786e-05
implement merge sort in python only code no comments ,spec_eval,34,1,0,1,0,3447,3447,none,,,,284 2422 10939 8 442 220 17 198 286 2115 284 2890, = len(arr) // 2\n        left = arr,,,,,[:,,no_pattern_fired,1,0,0,7.340000593103468e-05,0.027428399997006636,7.790000381646678e-05
implement merge sort in python only code no comments ,spec_eval,35,1,0,1,0,16106,16106,none,,,,2422 10939 8 442 220 17 198 286 2115 284 2890 3447, len(arr) // 2\n        left = arr[:,,,,,mid,,no_pattern_fired,1,0,0,7.20999960321933e-05,0.025089299997489434,0.00010639999527484179
implement merge sort in python only code no comments ,spec_eval,36,1,1,2,1,286,286,strong_ctx4,strong_ctx4,1.000,1,10939 8 442 220 17 198 286 2115 284 2890 3447 16106,(arr) // 2\n        left = arr[:mid,921,]\n,921,]\n,       ,,draft_accepted,1,0,1,8.240000170189887e-05,0.027236599999014288,0.00026709999656304717
implement merge sort in python only code no comments ,spec_eval,38,1,1,2,1,284,284,strong_ctx6,strong_ctx6,1.000,1,442 220 17 198 286 2115 284 2890 3447 16106 921 286, // 2\n        left = arr[:mid]\n       ,1290, right,1290, right, =,,draft_accepted,1,0,1,7.03999976394698e-05,0.028332700007013045,0.00017430000298190862
implement merge sort in python only code no comments ,spec_eval,40,1,0,1,0,2890,2890,none,,,,17 198 286 2115 284 2890 3447 16106 921 286 1290 284,2\n        left = arr[:mid]\n        right =,,,,, arr,,no_pattern_fired,1,0,0,6.759999814676121e-05,0.02702240000508027,9.73999995039776e-05
implement merge sort in python only code no comments ,spec_eval,41,1,0,1,0,39689,39689,none,,,,198 286 2115 284 2890 3447 16106 921 286 1290 284 2890,\n        left = arr[:mid]\n        right = arr,,,,,[mid,,no_pattern_fired,1,0,0,7.74000000092201e-05,0.02746360000310233,0.0001033000007737428
implement merge sort in python only code no comments ,spec_eval,42,1,0,1,0,64631,64631,none,,,,286 2115 284 2890 3447 16106 921 286 1290 284 2890 39689,        left = arr[:mid]\n        right = arr[mid,,,,,:]\n\n,,no_pattern_fired,1,0,0,9.4600000011269e-05,0.025238499998522457,7.259999983943999e-05
implement merge sort in python only code no comments ,spec_eval,43,1,1,2,1,10880,10880,strong_ctx4,strong_ctx4,1.000,1,2115 284 2890 3447 16106 921 286 1290 284 2890 39689 64631, left = arr[:mid]\n        right = arr[mid:]\n\n,286,       ,286,       , merge,,draft_accepted,1,0,1,7.400000322377309e-05,0.027399800004786812,0.00011380000069038942
implement merge sort in python only code no comments ,spec_eval,45,1,1,2,1,17671,17671,strong_ctx6,strong_ctx6,1.000,1,2890 3447 16106 921 286 1290 284 2890 39689 64631 286 10880, arr[:mid]\n        right = arr[mid:]\n\n        merge,18435,_sort,18435,_sort,(left,,draft_accepted,1,0,1,5.239999882178381e-05,0.028423299998394214,0.00011850000009872019
implement merge sort in python only code no comments ,spec_eval,47,1,1,1,0,340,340,strong_ctx8,strong_ctx8,1.000,1,16106 921 286 1290 284 2890 39689 64631 286 10880 18435 17671,mid]\n        right = arr[mid:]\n\n        merge_sort(left,40626,_half,340,)\n,)\n,0,draft_token_mismatch,2,0,0,6.769999890821055e-05,0.025117600001976825,0.00014120000560069457
implement merge sort in python only code no comments ,spec_eval,48,1,0,1,0,286,286,none,,,,921 286 1290 284 2890 39689 64631 286 10880 18435 17671 340,]\n        right = arr[mid:]\n\n        merge_sort(left)\n,,,,,       ,,no_pattern_fired,2,0,0,7.670000195503235e-05,0.02683919999981299,0.00011339999764459208
implement merge sort in python only code no comments ,spec_eval,49,1,0,1,0,10880,10880,none,,,,286 1290 284 2890 39689 64631 286 10880 18435 17671 340 286,        right = arr[mid:]\n\n        merge_sort(left)\n       ,,,,, merge,,no_pattern_fired,2,0,0,6.120000034570694e-05,0.02725310000096215,0.00015350000467151403
implement merge sort in python only code no comments ,spec_eval,50,1,0,1,0,18435,18435,none,,,,1290 284 2890 39689 64631 286 10880 18435 17671 340 286 10880, right = arr[mid:]\n\n        merge_sort(left)\n        merge,,,,,_sort,,no_pattern_fired,2,0,0,5.8099998568650335e-05,0.025120099999185186,8.890000026440248e-05
implement merge sort in python only code no comments ,spec_eval,51,1,1,2,1,692,692,strong_ctx4,strong_ctx4,1.000,1,284 2890 39689 64631 286 10880 18435 17671 340 286 10880 18435, = arr[mid:]\n\n        merge_sort(left)\n        merge_sort,27704,(right,27704,(right,)\n\n,,draft_accepted,2,0,1,7.389999518636614e-05,0.02712950000568526,0.00011589999485295266
implement merge sort in python only code no comments ,spec_eval,53,1,0,1,0,286,286,none,,,,39689 64631 286 10880 18435 17671 340 286 10880 18435 27704 692,[mid:]\n\n        merge_sort(left)\n        merge_sort(right)\n\n,,,,,       ,,no_pattern_fired,2,0,0,7.390000246232376e-05,0.02645279999705963,7.519999780924991e-05
implement merge sort in python only code no comments ,spec_eval,54,1,0,1,0,600,600,none,,,,64631 286 10880 18435 17671 340 286 10880 18435 27704 692 286,:]\n\n        merge_sort(left)\n        merge_sort(right)\n\n       ,,,,, i,,no_pattern_fired,2,0,0,6.370000483002514e-05,0.025920200001564808,8.64000030560419e-05
implement merge sort in python only code no comments ,spec_eval,55,1,0,1,0,284,284,none,,,,286 10880 18435 17671 340 286 10880 18435 27704 692 286 600,        merge_sort(left)\n        merge_sort(right)\n\n        i,,,,, =,,no_pattern_fired,2,0,0,6.430000212276354e-05,0.025280000001657754,0.0001021999996737577
implement merge sort in python only code no comments ,spec_eval,56,1,1,2,1,284,284,strong_ctx4,strong_ctx4,1.000,1,10880 18435 17671 340 286 10880 18435 27704 692 286 600 284, merge_sort(left)\n        merge_sort(right)\n\n        i =,502, j,502, j, =,,draft_accepted,2,0,1,6.429999484680593e-05,0.026935100002447143,0.00016850000247359276
implement merge sort in python only code no comments ,spec_eval,58,1,1,2,1,284,284,strong_ctx6,strong_ctx6,1.000,1,17671 340 286 10880 18435 27704 692 286 600 284 502 284,(left)\n        merge_sort(right)\n\n        i = j =,595, k,595, k, =,,draft_accepted,2,0,1,8.970000635599717e-05,0.028072599998267833,0.00012340000102994964
implement merge sort in python only code no comments ,spec_eval,60,1,1,2,1,15,15,strong_ctx8,strong_ctx8,1.000,1,286 10880 18435 27704 692 286 600 284 502 284 595 284,        merge_sort(right)\n\n        i = j = k =,220, ,220, ,0,,draft_accepted,2,0,1,6.749999738531187e-05,0.0250439000010374,0.00015910000365693122
implement merge sort in python only code no comments ,spec_eval,62,1,1,2,1,286,286,strong_ctx8,strong_ctx8,1.000,1,18435 27704 692 286 600 284 502 284 595 284 220 15,_sort(right)\n\n        i = j = k = 0,271,\n\n,271,\n\n,       ,,draft_accepted,2,0,1,8.64000030560419e-05,0.025319099993794225,0.00013700000272365287
implement merge sort in python only code no comments ,spec_eval,64,1,1,2,1,600,600,strong_ctx8,strong_ctx8,1.000,1,692 286 600 284 502 284 595 284 220 15 271 286,)\n\n        i = j = k = 0\n\n       ,1393, while,1393, while, i,,draft_accepted,2,0,1,5.560000136028975e-05,0.025424600004043896,0.00012539999443106353
implement merge sort in python only code no comments ,spec_eval,66,1,1,2,1,2422,2422,strong_ctx8,strong_ctx8,1.000,1,600 284 502 284 595 284 220 15 271 286 1393 600, i = j = k = 0\n\n        while i,366, <,366, <, len,,draft_accepted,2,0,1,5.8999998145736754e-05,0.025747599996975623,0.00014139999984763563
implement merge sort in python only code no comments ,spec_eval,68,1,1,2,1,8,8,strong_ctx8,strong_ctx8,1.000,1,502 284 595 284 220 15 271 286 1393 600 366 2422, j = k = 0\n\n        while i < len,17671,(left,17671,(left,),,draft_accepted,2,0,1,6.640000356128439e-05,0.02603639999870211,0.0001114999977289699
implement merge sort in python only code no comments ,spec_eval,70,1,0,1,0,323,323,none,,,,595 284 220 15 271 286 1393 600 366 2422 17671 8, k = 0\n\n        while i < len(left),,,,, and,,no_pattern_fired,2,0,0,5.2299998060334474e-05,0.0270405999981449,8.019999950192869e-05
implement merge sort in python only code no comments ,spec_eval,71,1,0,1,0,502,502,none,,,,284 220 15 271 286 1393 600 366 2422 17671 8 323, = 0\n\n        while i < len(left) and,,,,, j,,no_pattern_fired,2,0,0,6.819999543949962e-05,0.026875199997448362,7.080000068526715e-05
implement merge sort in python only code no comments ,spec_eval,72,1,0,1,0,366,366,none,,,,220 15 271 286 1393 600 366 2422 17671 8 323 502, 0\n\n        while i < len(left) and j,,,,, <,,no_pattern_fired,2,0,0,6.469999789260328e-05,0.025195299996994436,7.419999747071415e-05
implement merge sort in python only code no comments ,spec_eval,73,1,1,2,1,27704,27704,strong_ctx4,strong_ctx4,1.000,1,15 271 286 1393 600 366 2422 17671 8 323 502 366,0\n\n        while i < len(left) and j <,2422, len,2422, len,(right,,draft_accepted,2,0,1,6.819999543949962e-05,0.027551799998036586,0.00013049999688519165
implement merge sort in python only code no comments ,spec_eval,75,1,1,1,0,982,982,strong_ctx6,strong_ctx6,1.000,1,286 1393 600 366 2422 17671 8 323 502 366 2422 27704,        while i < len(left) and j < len(right,40626,_half,982,):\n,):\n,0,draft_token_mismatch,3,0,0,6.520000169984996e-05,0.027522600001248065,0.0001429999974789098
implement merge sort in python only code no comments ,spec_eval,76,1,1,2,1,421,421,syntax_indent,syntax_indent,0.980,999,1393 600 366 2422 17671 8 323 502 366 2422 27704 982, while i < len(left) and j < len(right):\n,310,           ,310,           , if,,draft_accepted,3,0,1,4.020000051241368e-05,0.0250196999986656,0.00012789999891538173
implement merge sort in python only code no comments ,spec_eval,78,1,0,1,0,2115,2115,none,,,,366 2422 17671 8 323 502 366 2422 27704 982 310 421, < len(left) and j < len(right):\n            if,,,,, left,,no_pattern_fired,3,0,0,6.630000279983506e-05,0.026479200001631398,6.589999975403771e-05
implement merge sort in python only code no comments ,spec_eval,79,1,1,1,0,989,989,strong_ctx4,strong_ctx4,1.000,1,2422 17671 8 323 502 366 2422 27704 982 310 421 2115, len(left) and j < len(right):\n            if left,40626,_half,989,[i,[i,0,draft_token_mismatch,4,0,0,5.5500000598840415e-05,0.027137800003401935,0.00012629999400814995
implement merge sort in python only code no comments ,spec_eval,80,1,0,1,0,60,60,none,,,,17671 8 323 502 366 2422 27704 982 310 421 2115 989,(left) and j < len(right):\n            if left[i,,,,,],,no_pattern_fired,4,0,0,7.400000322377309e-05,0.026823300002433825,7.309999637072906e-05
implement merge sort in python only code no comments ,spec_eval,81,1,0,1,0,366,366,none,,,,8 323 502 366 2422 27704 982 310 421 2115 989 60,) and j < len(right):\n            if left[i],,,,, <,,no_pattern_fired,4,0,0,6.450000364566222e-05,0.027314899998600595,7.570000161649659e-05
implement merge sort in python only code no comments ,spec_eval,82,1,0,1,0,1290,1290,none,,,,323 502 366 2422 27704 982 310 421 2115 989 60 366, and j < len(right):\n            if left[i] <,,,,, right,,no_pattern_fired,4,0,0,6.269999721553177e-05,0.025613599995267577,8.849999721860513e-05
implement merge sort in python only code no comments ,spec_eval,83,1,1,1,0,3809,3809,strong_ctx4,strong_ctx4,1.000,1,502 366 2422 27704 982 310 421 2115 989 60 366 1290, j < len(right):\n            if left[i] < right,40626,_half,3809,[j,[j,0,draft_token_mismatch,5,0,0,6.589999975403771e-05,0.0268798000033712,0.00015049999637994915
implement merge sort in python only code no comments ,spec_eval,84,1,0,1,0,10343,10343,none,,,,366 2422 27704 982 310 421 2115 989 60 366 1290 3809, < len(right):\n            if left[i] < right[j,,,,,]:\n,,no_pattern_fired,5,0,0,8.379999781027436e-05,0.026654499997675885,8.090000483207405e-05
implement merge sort in python only code no comments ,spec_eval,85,1,1,2,1,2890,2890,syntax_indent,syntax_indent,0.980,999,2422 27704 982 310 421 2115 989 60 366 1290 3809 10343, len(right):\n            if left[i] < right[j]:\n,394,               ,394,               , arr,,draft_accepted,5,0,1,6.320000102277845e-05,0.028104199998779222,0.0002164999968954362
implement merge sort in python only code no comments ,spec_eval,87,1,1,2,1,60,60,strong_ctx4,strong_ctx4,1.000,1,982 310 421 2115 989 60 366 1290 3809 10343 394 2890,):\n            if left[i] < right[j]:\n                arr,6732,[k,6732,[k,],,draft_accepted,5,0,1,8.069999603321776e-05,0.028248599999642465,0.00012620000052265823
