prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
"reverse a list in python,only code,no comments",spec_eval,76,1,0,1,0,13,13,none,,,,7789 448 8720 2453 323 3410 1995 311 6835 323 862 8521, assist with patient care and provide information to patients and their families,,,,,.,,no_pattern_fired,1,0,0,8.770000567892566e-05,0.025424699997529387,8.969999908003956e-05
"reverse a list in python,only code,no comments",spec_eval,77,1,0,1,0,5692,5692,none,,,,448 8720 2453 323 3410 1995 311 6835 323 862 8521 13, with patient care and provide information to patients and their families.,,,,, Here,,no_pattern_fired,1,0,0,9.789999603526667e-05,0.025288700002420228,8.350000280188397e-05
"reverse a list in python,only code,no comments",spec_eval,78,1,0,1,0,594,594,none,,,,8720 2453 323 3410 1995 311 6835 323 862 8521 13 5692, patient care and provide information to patients and their families. Here,,,,,'s,,no_pattern_fired,1,0,0,8.759999764151871e-05,0.0251291999957175,7.100000220816582e-05
"reverse a list in python,only code,no comments",spec_eval,79,1,0,1,0,264,264,none,,,,2453 323 3410 1995 311 6835 323 862 8521 13 5692 594, care and provide information to patients and their families. Here's,,,,, a,,no_pattern_fired,1,0,0,8.280000474769622e-05,0.025485600002866704,7.380000170087442e-05
"reverse a list in python,only code,no comments",spec_eval,80,1,0,1,0,9814,9814,none,,,,323 3410 1995 311 6835 323 862 8521 13 5692 594 264, and provide information to patients and their families. Here's a,,,,, brief,,no_pattern_fired,1,0,0,9.610000415705144e-05,0.025463400001171976,8.230000094044954e-05
"reverse a list in python,only code,no comments",spec_eval,81,1,0,1,0,3110,3110,none,,,,3410 1995 311 6835 323 862 8521 13 5692 594 264 9814, provide information to patients and their families. Here's a brief,,,,, example,,no_pattern_fired,1,0,0,0.00010589999874355271,0.025115899996308144,6.579999899258837e-05
"reverse a list in python,only code,no comments",spec_eval,82,1,0,1,0,315,315,none,,,,1995 311 6835 323 862 8521 13 5692 594 264 9814 3110, information to patients and their families. Here's a brief example,,,,, of,,no_pattern_fired,1,0,0,7.380000170087442e-05,0.025432200003706384,7.899999764049426e-05
"reverse a list in python,only code,no comments",spec_eval,83,1,0,1,0,1246,1246,none,,,,311 6835 323 862 8521 13 5692 594 264 9814 3110 315, to patients and their families. Here's a brief example of,,,,, how,,no_pattern_fired,1,0,0,9.829999908106402e-05,0.025353199998789933,9.730000601848587e-05
"reverse a list in python,only code,no comments",spec_eval,84,1,0,1,0,264,264,none,,,,6835 323 862 8521 13 5692 594 264 9814 3110 315 1246, patients and their families. Here's a brief example of how,,,,, a,,no_pattern_fired,1,0,0,9.579999459674582e-05,0.02516289999766741,8.209999941755086e-05
"reverse a list in python,only code,no comments",spec_eval,85,1,0,1,0,12305,12305,none,,,,323 862 8521 13 5692 594 264 9814 3110 315 1246 264, and their families. Here's a brief example of how a,,,,, robot,,no_pattern_fired,1,0,0,8.209999941755086e-05,0.025087900001381058,8.620000153314322e-05
"reverse a list in python,only code,no comments",spec_eval,86,1,0,1,0,2578,2578,none,,,,862 8521 13 5692 594 264 9814 3110 315 1246 264 12305, their families. Here's a brief example of how a robot,,,,, might,,no_pattern_fired,1,0,0,0.00010789999942062423,0.0252424999998766,6.38999990769662e-05
"reverse a list in python,only code,no comments",spec_eval,87,1,0,1,0,16282,16282,none,,,,8521 13 5692 594 264 9814 3110 315 1246 264 12305 2578, families. Here's a brief example of how a robot might,,,,, interact,,no_pattern_fired,1,0,0,0.0007189000025391579,0.02507260000129463,5.999999848427251e-05
"reverse a list in python,only code,no comments",spec_eval,88,1,0,1,0,448,448,none,,,,13 5692 594 264 9814 3110 315 1246 264 12305 2578 16282,. Here's a brief example of how a robot might interact,,,,, with,,no_pattern_fired,1,0,0,8.019999950192869e-05,0.025357699996675365,7.110000296961516e-05
"reverse a list in python,only code,no comments",spec_eval,89,1,0,1,0,264,264,none,,,,5692 594 264 9814 3110 315 1246 264 12305 2578 16282 448, Here's a brief example of how a robot might interact with,,,,, a,,no_pattern_fired,1,0,0,0.00011549999908311293,0.025061899999855086,6.27999979769811e-05
"reverse a list in python,only code,no comments",spec_eval,90,1,0,1,0,3738,3738,none,,,,594 264 9814 3110 315 1246 264 12305 2578 16282 448 264,'s a brief example of how a robot might interact with a,,,,, human,,no_pattern_fired,1,0,0,8.47000046633184e-05,0.025165800005197525,7.350000669248402e-05
"reverse a list in python,only code,no comments",spec_eval,91,1,0,1,0,304,304,none,,,,264 9814 3110 315 1246 264 12305 2578 16282 448 264 3738, a brief example of how a robot might interact with a human,,,,, in,,no_pattern_fired,1,0,0,9.929999941959977e-05,0.02507999999943422,9.810000483412296e-05
"reverse a list in python,only code,no comments",spec_eval,92,1,0,1,0,1741,1741,none,,,,9814 3110 315 1246 264 12305 2578 16282 448 264 3738 304, brief example of how a robot might interact with a human in,,,,, such,,no_pattern_fired,1,0,0,9.490000229561701e-05,0.024940800001786556,6.750000466126949e-05
"reverse a list in python,only code,no comments",spec_eval,93,1,0,1,0,264,264,none,,,,3110 315 1246 264 12305 2578 16282 448 264 3738 304 1741, example of how a robot might interact with a human in such,,,,, a,,no_pattern_fired,1,0,0,0.00013249999756226316,0.024996600004669745,6.359999679261819e-05
"reverse a list in python,only code,no comments",spec_eval,94,1,0,1,0,6243,6243,none,,,,315 1246 264 12305 2578 16282 448 264 3738 304 1741 264, of how a robot might interact with a human in such a,,,,, setting,,no_pattern_fired,1,0,0,9.410000347997993e-05,0.0249035000015283,6.730000313837081e-05
"reverse a list in python,only code,no comments",spec_eval,95,1,0,1,0,1447,1447,none,,,,1246 264 12305 2578 16282 448 264 3738 304 1741 264 6243, how a robot might interact with a human in such a setting,,,,,:\n\n,,no_pattern_fired,1,0,0,0.00011620000441325828,0.025139299999864306,6.859999848529696e-05
"reverse a list in python,only code,no comments",spec_eval,96,1,0,1,0,334,334,none,,,,264 12305 2578 16282 448 264 3738 304 1741 264 6243 1447, a robot might interact with a human in such a setting:\n\n,,,,,**,,no_pattern_fired,1,0,0,6.900000153109431e-05,0.025258999994548503,6.079999729990959e-05
"reverse a list in python,only code,no comments",spec_eval,97,1,0,1,0,43374,43374,none,,,,12305 2578 16282 448 264 3738 304 1741 264 6243 1447 334, robot might interact with a human in such a setting:\n\n**,,,,,Robot,,no_pattern_fired,1,0,0,6.10999995842576e-05,0.025272699997003656,6.669999856967479e-05
"reverse a list in python,only code,no comments",spec_eval,98,1,0,1,0,66963,66963,none,,,,2578 16282 448 264 3738 304 1741 264 6243 1447 334 43374, might interact with a human in such a setting:\n\n**Robot,,,,,:**,,no_pattern_fired,1,0,0,0.00012199999764561653,0.02543339999829186,6.189999839989468e-05
"reverse a list in python,only code,no comments",spec_eval,99,1,0,1,0,7684,7684,none,,,,16282 448 264 3738 304 1741 264 6243 1447 334 43374 66963, interact with a human in such a setting:\n\n**Robot:**,,,,, Good,,no_pattern_fired,1,0,0,2.5999979698099196e-06,0.025021599998581223,7.019999611657113e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,1,1,0,1,0,750,750,none,,,,304 10135 1154 2152 1062 336 40882 82 1154 3243 2038 198," in python ,no coemmnts ,only code\n",,,,,def,,no_pattern_fired,0,0,0,2.0500003302004188e-05,0.027354199999535922,7.510000432375818e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,2,1,0,1,0,435,435,none,,,,10135 1154 2152 1062 336 40882 82 1154 3243 2038 198 750," python ,no coemmnts ,only code\ndef",,,,, r,,no_pattern_fired,0,0,0,4.520000220509246e-05,0.02643309999984922,6.369999755406752e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,3,1,0,1,0,2333,2333,none,,,,1154 2152 1062 336 40882 82 1154 3243 2038 198 750 435," ,no coemmnts ,only code\ndef r",,,,,(l,,no_pattern_fired,0,0,0,5.950000195298344e-05,0.025144499995803926,0.00010630000178935006
"reverse linked list in python ,no coemmnts ,only code",spec_eval,4,1,0,1,0,1648,1648,none,,,,2152 1062 336 40882 82 1154 3243 2038 198 750 435 2333,"no coemmnts ,only code\ndef r(l",,,,,):,,no_pattern_fired,0,0,0,6.470000516856089e-05,0.025528500002110377,0.00010320000001229346
"reverse linked list in python ,no coemmnts ,only code",spec_eval,5,1,0,1,0,470,470,none,,,,1062 336 40882 82 1154 3243 2038 198 750 435 2333 1648," coemmnts ,only code\ndef r(l):",,,,, return,,no_pattern_fired,0,0,0,6.340000254567713e-05,0.02559369999653427,8.140000136336312e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,6,1,0,1,0,435,435,none,,,,336 40882 82 1154 3243 2038 198 750 435 2333 1648 470,"emmnts ,only code\ndef r(l): return",,,,, r,,no_pattern_fired,0,0,0,4.730000364361331e-05,0.025047000002814457,8.860000525601208e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,7,1,0,1,0,2333,2333,none,,,,40882 82 1154 3243 2038 198 750 435 2333 1648 470 435,"mnts ,only code\ndef r(l): return r",,,,,(l,,no_pattern_fired,0,0,0,4.769999941345304e-05,0.025060300002223812,7.03999976394698e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,8,1,0,1,0,4529,4529,none,,,,82 1154 3243 2038 198 750 435 2333 1648 470 435 2333,"s ,only code\ndef r(l): return r(l",,,,,.next,,no_pattern_fired,0,0,0,5.310000415192917e-05,0.025175599999784026,7.749999349471182e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,9,1,0,1,0,8,8,none,,,,1154 3243 2038 198 750 435 2333 1648 470 435 2333 4529," ,only code\ndef r(l): return r(l.next",,,,,),,no_pattern_fired,0,0,0,5.490000330610201e-05,0.02546050000091782,7.879999611759558e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,10,1,0,1,0,421,421,none,,,,3243 2038 198 750 435 2333 1648 470 435 2333 4529 8,only code\ndef r(l): return r(l.next),,,,, if,,no_pattern_fired,0,0,0,5.579999560723081e-05,0.025120999998762272,6.769999890821055e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,11,1,0,1,0,326,326,none,,,,2038 198 750 435 2333 1648 470 435 2333 4529 8 421, code\ndef r(l): return r(l.next) if,,,,, l,,no_pattern_fired,0,0,0,5.070000042906031e-05,0.025501099997200072,7.529999857069924e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,12,1,0,1,0,770,770,none,,,,198 750 435 2333 1648 470 435 2333 4529 8 421 326,\ndef r(l): return r(l.next) if l,,,,, else,,no_pattern_fired,0,0,0,6.86999992467463e-05,0.025511699997878168,7.599999662488699e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,13,1,0,1,0,326,326,none,,,,750 435 2333 1648 470 435 2333 4529 8 421 326 770,def r(l): return r(l.next) if l else,,,,, l,,no_pattern_fired,0,0,0,6.259999645408243e-05,0.025526500001433305,8.270000398624688e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,14,1,0,1,0,707,707,none,,,,435 2333 1648 470 435 2333 4529 8 421 326 770 326, r(l): return r(l.next) if l else l,,,,, def,,no_pattern_fired,0,0,0,6.0699996538460255e-05,0.02549370000633644,8.560000424040481e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,15,1,0,1,0,600,600,none,,,,2333 1648 470 435 2333 4529 8 421 326 770 326 707,(l): return r(l.next) if l else l def,,,,, i,,no_pattern_fired,0,0,0,5.1700000767596066e-05,0.025003599999763537,0.0001353999978164211
"reverse linked list in python ,no coemmnts ,only code",spec_eval,16,1,0,1,0,3203,3203,none,,,,1648 470 435 2333 4529 8 421 326 770 326 707 600,): return r(l.next) if l else l def i,,,,,(h,,no_pattern_fired,0,0,0,8.330000127898529e-05,0.025334700003440958,7.719999848632142e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,17,1,0,1,0,13960,13960,none,,,,470 435 2333 4529 8 421 326 770 326 707 600 3203, return r(l.next) if l else l def i(h,,,,,",t",,no_pattern_fired,0,0,0,8.399999933317304e-05,0.025645500005339272,8.060000254772604e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,18,1,0,1,0,5856,5856,none,,,,435 2333 4529 8 421 326 770 326 707 600 3203 13960," r(l.next) if l else l def i(h,t",,,,,=None,,no_pattern_fired,0,0,0,8.009999874047935e-05,0.025323000001662876,7.03999976394698e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,19,1,0,1,0,1648,1648,none,,,,2333 4529 8 421 326 770 326 707 600 3203 13960 5856,"(l.next) if l else l def i(h,t=None",,,,,):,,no_pattern_fired,0,0,0,8.099999831756577e-05,0.025378400001500268,6.410000059986487e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,20,1,0,1,0,369,369,none,,,,4529 8 421 326 770 326 707 600 3203 13960 5856 1648,".next) if l else l def i(h,t=None):",,,,, for,,no_pattern_fired,0,0,0,6.739999662386253e-05,0.025766499995370395,8.169999637175351e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,21,1,0,1,0,326,326,none,,,,8 421 326 770 326 707 600 3203 13960 5856 1648 369,") if l else l def i(h,t=None): for",,,,, l,,no_pattern_fired,0,0,0,6.540000322274864e-05,0.02564229999552481,6.949999806238338e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,22,1,0,1,0,304,304,none,,,,421 326 770 326 707 600 3203 13960 5856 1648 369 326," if l else l def i(h,t=None): for l",,,,, in,,no_pattern_fired,0,0,0,6.709999433951452e-05,0.025207399994542357,7.970000297063962e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,23,1,0,1,0,2088,2088,none,,,,326 770 326 707 600 3203 13960 5856 1648 369 326 304," l else l def i(h,t=None): for l in",,,,, range,,no_pattern_fired,0,0,0,6.820000271545723e-05,0.025543000003381167,6.310000026132911e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,24,1,0,1,0,3203,3203,none,,,,770 326 707 600 3203 13960 5856 1648 369 326 304 2088," else l def i(h,t=None): for l in range",,,,,(h,,no_pattern_fired,0,0,0,8.399999933317304e-05,0.025534100001095794,8.540000271750614e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,25,1,0,1,0,11,11,none,,,,326 707 600 3203 13960 5856 1648 369 326 304 2088 3203," l def i(h,t=None): for l in range(h",,,,,",",,no_pattern_fired,0,0,0,8.720000187167898e-05,0.024953799998911563,0.00016670000331941992
"reverse linked list in python ,no coemmnts ,only code",spec_eval,26,1,0,1,0,15,15,none,,,,707 600 3203 13960 5856 1648 369 326 304 2088 3203 11," def i(h,t=None): for l in range(h,",,,,,0,,no_pattern_fired,0,0,0,0.00010430000111227855,0.02533269999548793,7.850000110920519e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,27,1,0,1,0,4999,4999,none,,,,600 3203 13960 5856 1648 369 326 304 2088 3203 11 15," i(h,t=None): for l in range(h,0",,,,,",-",,no_pattern_fired,0,0,0,9.109999518841505e-05,0.024970899998152163,6.589999975403771e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,28,1,1,2,1,1648,1648,syntax_minus_one,syntax_minus_one,0.930,999,3203 13960 5856 1648 369 326 304 2088 3203 11 15 4999,"(h,t=None): for l in range(h,0,-",16,1,16,1,):,,draft_accepted,0,0,1,0.00011349999840604141,0.026727000004029833,0.00011860000086016953
"reverse linked list in python ,no coemmnts ,only code",spec_eval,30,1,0,1,0,259,259,none,,,,5856 1648 369 326 304 2088 3203 11 15 4999 16 1648,"=None): for l in range(h,0,-1):",,,,, t,,no_pattern_fired,0,0,0,6.719999510096386e-05,0.026359999996202532,8.920000254875049e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,31,1,0,1,0,31120,31120,none,,,,1648 369 326 304 2088 3203 11 15 4999 16 1648 259,"): for l in range(h,0,-1): t",,,,,=r,,no_pattern_fired,0,0,0,8.70000003487803e-05,0.025773199995455798,6.459999713115394e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,32,1,0,1,0,2333,2333,none,,,,369 326 304 2088 3203 11 15 4999 16 1648 259 31120," for l in range(h,0,-1): t=r",,,,,(l,,no_pattern_fired,0,0,0,8.949999755714089e-05,0.0250030000024708,6.339999526971951e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,33,1,0,1,0,701,701,none,,,,326 304 2088 3203 11 15 4999 16 1648 259 31120 2333," l in range(h,0,-1): t=r(l",,,,,"),",,no_pattern_fired,0,0,0,6.639999628532678e-05,0.025326799994218163,0.00011050000466639176
"reverse linked list in python ,no coemmnts ,only code",spec_eval,34,1,0,1,0,83,83,none,,,,304 2088 3203 11 15 4999 16 1648 259 31120 2333 701," in range(h,0,-1): t=r(l),",,,,,t,,no_pattern_fired,0,0,0,0.00010750000365078449,0.025032999998074956,7.46000005165115e-05
"reverse linked list in python ,no coemmnts ,only code",spec_eval,35,1,0,1,0,470,470,none,,,,2088 3203 11 15 4999 16 1648 259 31120 2333 701 83," range(h,0,-1): t=r(l),t",,,,, return,,no_pattern_fired,0,0,0,9.190000128000975e-05,0.025224200006050523,6.880000000819564e-05
